University,Program,Year,Closing_Merit,Total_Seats,Applicants,Admission_Status
NED University of Engineering and Technology,Electrical Engineering,2020,87.19,60,595,Closed
University of Engineering and Technology (UET) Lahore,Economics,2023,91.47,100,795,Closed
Ghulam Ishaq Khan Institute (GIKI),Biomedical Engineering,2023,94.34,60,1050,Closed
University of Engineering and Technology (UET) Taxila,Mathematics,2015,84.08,40,396,Closed
University of the Punjab (Gujranwala Campus),Economics,2023,72.69,40,497,Closed
FAST National University,Business Administration,2020,85.44,80,1328,Closed
National University of Sciences and Technology (NUST),Biomedical Engineering,2023,98.63,80,1094,Closed
University of Sargodha,Software Engineering,2018,69.29,100,1097,Closed
University of the Punjab (Gujranwala Campus),Chemical Engineering,2017,74.99,150,654,Closed
NED University of Engineering and Technology,Data Science,2019,89.28,120,1838,Closed
Superior University Lahore,Mechanical Engineering,2020,63.93,150,1122,Closed
Mehran University of Engineering and Technology,Electrical Engineering,2016,77.93,60,776,Closed
COMSATS University Islamabad,Civil Engineering,2016,75.91,50,313,Closed
Lahore University of Management Sciences (LUMS),Biomedical Engineering,2023,99.5,80,870,Closed
Ghulam Ishaq Khan Institute (GIKI),Civil Engineering,2021,90.07,80,1131,Closed
University of Management and Technology (UMT),Chemical Engineering,2021,71.96,100,1108,Closed
University of Engineering and Technology (UET) Taxila,Computer Science,2023,93.54,40,272,Closed
University of Agriculture Faisalabad (UAF),Chemical Engineering,2017,73.12,150,1303,Closed
Riphah International University,Mathematics,2021,66.82,100,1022,Closed
University of Management and Technology (UMT),Artificial Intelligence,2022,80.95,60,520,Closed
NED University of Engineering and Technology,Chemical Engineering,2019,84.56,100,1531,Closed
NED University of Engineering and Technology,Chemical Engineering,2020,87.98,80,1213,Closed
University of Engineering and Technology (UET) Lahore,Software Engineering,2020,94.48,120,1083,Closed
Punjab University (PU),Mathematics,2016,77.54,60,493,Closed
Islamia University of Bahawalpur,Data Science,2017,74.72,50,627,Closed
Mehran University of Engineering and Technology,Electrical Engineering,2018,75.55,50,682,Closed
University of Sargodha,Mathematics,2024,67.7,120,881,Closed
Mehran University of Engineering and Technology,Mathematics,2016,73.27,60,856,Closed
Bahauddin Zakariya University (BZU) Multan,Economics,2023,70.89,100,1190,Closed
Bahauddin Zakariya University (BZU) Multan,Software Engineering,2017,75.01,80,995,Closed
COMSATS University Islamabad,Artificial Intelligence,2020,85.56,40,397,Closed
Superior University Lahore,Chemical Engineering,2023,67.86,80,724,Closed
University of Karachi,Chemical Engineering,2015,74.28,60,600,Closed
Air University Islamabad,Business Administration,2018,76.86,150,1872,Closed
University of Engineering and Technology (UET) Taxila,Business Administration,2022,,50,390,Closed
Bahauddin Zakariya University (BZU) Multan,Mathematics,2016,68.93,50,679,Closed
University of the Punjab (Gujranwala Campus),Mathematics,2017,68.54,50,499,Closed
Bahria University,Biomedical Engineering,2019,84.27,50,405,Closed
Institute of Space Technology (IST),Software Engineering,2024,89.14,60,974,Closed
Bahauddin Zakariya University (BZU) Multan,Artificial Intelligence,2021,80.15,100,630,Closed
University of Engineering and Technology (UET) Taxila,Computer Science,2016,88.74,60,999,Closed
University of Central Punjab (UCP),Civil Engineering,2016,63.17,100,663,Closed
Lahore University of Management Sciences (LUMS),Electrical Engineering,2022,99.5,150,2193,Closed
Riphah International University,Economics,2024,75.06,100,1271,Closed
University of Management and Technology (UMT),Electrical Engineering,2021,76.11,40,180,Closed
Bahauddin Zakariya University (BZU) Multan,Artificial Intelligence,2017,78.94,150,1776,Closed
University of Gujrat,Artificial Intelligence,2019,77.8,50,236,Closed
University of Gujrat,Economics,2018,67.07,120,632,Closed
Bahauddin Zakariya University (BZU) Multan,Computer Science,2024,80.18,150,2387,Closed
Punjab University (PU),Computer Science,2015,87.85,120,997,Closed
University of Central Punjab (UCP),Software Engineering,2017,70.64,100,449,Closed
NED University of Engineering and Technology,Economics,2021,83.75,100,1697,Closed
Islamia University of Bahawalpur,Economics,2024,70.08,80,443,Closed
Riphah International University,Civil Engineering,2020,65.57,80,337,Closed
University of Sargodha,Economics,2024,67.79,80,715,Closed
Ghulam Ishaq Khan Institute (GIKI),Data Science,2024,99.5,120,2112,Closed
University of Gujrat,Chemical Engineering,2020,68.79,120,1643,Closed
Islamia University of Bahawalpur,Software Engineering,2016,70.82,40,207,Closed
Air University Islamabad,Chemical Engineering,2023,82.91,120,937,Closed
FAST National University,Biomedical Engineering,2019,88.9,60,846,Closed
Bahria University,Mathematics,2018,76.43,50,771,Closed
Air University Islamabad,Artificial Intelligence,2022,86.42,60,1030,Closed
Lahore University of Management Sciences (LUMS),Software Engineering,2018,96.83,80,1138,Closed
Punjab University (PU),Civil Engineering,2016,76.3,80,1137,Closed
University of Management and Technology (UMT),Electrical Engineering,2020,73.57,40,311,Closed
Lahore University of Management Sciences (LUMS),Business Administration,2019,92.54,80,1114,Closed
University of Management and Technology (UMT),Mathematics,2019,70.69,50,649,Closed
Mehran University of Engineering and Technology,Business Administration,2019,73.65,100,1115,Closed
FAST National University,Economics,2018,86.18,120,893,Closed
University of Gujrat,Mathematics,2015,66.53,120,1670,Closed
Punjab University (PU),Artificial Intelligence,2016,87.03,50,833,Closed
National University of Sciences and Technology (NUST),Civil Engineering,2024,95.4,50,348,Closed
Bahauddin Zakariya University (BZU) Multan,Biomedical Engineering,2022,78.23,100,1560,Closed
Air University Islamabad,Civil Engineering,2018,78.48,100,980,Closed
University of Engineering and Technology (UET) Lahore,Civil Engineering,2024,89.62,120,2277,Closed
Lahore University of Management Sciences (LUMS),Chemical Engineering,2018,95.59,80,923,Closed
Quaid-i-Azam University (QAU),Electrical Engineering,2016,86.72,50,520,Closed
University of Engineering and Technology (UET) Lahore,Chemical Engineering,2024,98.87,40,560,Closed
Institute of Space Technology (IST),Economics,2015,81.86,50,856,Closed
Punjab University (PU),Mechanical Engineering,2023,85.48,120,1673,Closed
National University of Sciences and Technology (NUST),Mathematics,2021,92.14,100,1621,Closed
Bahauddin Zakariya University (BZU) Multan,Business Administration,2016,70.81,40,553,Closed
Superior University Lahore,Business Administration,2019,64.78,80,1055,Closed
Air University Islamabad,Chemical Engineering,2021,80.79,40,491,Closed
Mehran University of Engineering and Technology,Economics,2020,76.81,150,2210,Closed
Superior University Lahore,Mechanical Engineering,2022,67.87,40,425,Closed
University of the Punjab (Gujranwala Campus),Mechanical Engineering,2024,72.94,120,561,Closed
Riphah International University,Economics,2022,70.72,40,361,Closed
Punjab University (PU),Electrical Engineering,2022,83.74,80,1259,Closed
COMSATS University Islamabad,Electrical Engineering,2016,80.63,150,2095,Closed
University of Engineering and Technology (UET) Lahore,Mechanical Engineering,2016,91.41,60,1038,Closed
University of Engineering and Technology (UET) Taxila,Computer Science,2024,89.75,60,612,Closed
Riphah International University,Software Engineering,2019,75.61,50,712,Closed
COMSATS University Islamabad,Civil Engineering,2023,76.62,100,941,Closed
Riphah International University,Business Administration,2017,67.51,60,236,Closed
COMSATS University Islamabad,Chemical Engineering,2020,81.84,50,677,Closed
University of Karachi,Chemical Engineering,2024,77.25,150,1353,Closed
Riphah International University,Electrical Engineering,2020,69.97,120,853,Closed
University of Central Punjab (UCP),Civil Engineering,2020,69.68,150,2223,Closed
Quaid-i-Azam University (QAU),Chemical Engineering,2022,89.27,40,322,Closed
University of Gujrat,Mathematics,2020,66.09,100,811,Closed
Punjab University (PU),Biomedical Engineering,2018,81.79,150,1773,Closed
Bahria University,Civil Engineering,2017,76.17,120,1641,Closed
Lahore University of Management Sciences (LUMS),Business Administration,2017,91.65,50,459,Closed
University of Gujrat,Chemical Engineering,2018,66.91,100,609,Closed
National University of Sciences and Technology (NUST),Business Administration,2021,93.04,100,1307,Closed
Punjab University (PU),Electrical Engineering,2016,81.58,100,849,Closed
Ghulam Ishaq Khan Institute (GIKI),Mechanical Engineering,2017,89.23,120,1022,Closed
Quaid-i-Azam University (QAU),Mechanical Engineering,2023,86.55,120,745,Closed
University of the Punjab (Gujranwala Campus),Biomedical Engineering,2022,81.09,40,302,Closed
Superior University Lahore,Economics,2015,65.43,150,1057,Closed
University of the Punjab (Gujranwala Campus),Mechanical Engineering,2018,73.86,60,575,Closed
Bahria University,Mathematics,2017,73.92,50,459,Closed
Punjab University (PU),Business Administration,2017,76.41,60,299,Closed
University of Central Punjab (UCP),Economics,2018,68.31,80,667,Closed
Superior University Lahore,Economics,2017,62.58,80,600,Closed
Air University Islamabad,Software Engineering,2015,85.25,50,595,Closed
Lahore University of Management Sciences (LUMS),Electrical Engineering,2019,99.5,80,1662,Closed
Riphah International University,Chemical Engineering,2017,70.81,80,553,Closed
University of Sargodha,Electrical Engineering,2015,69.37,150,1752,Closed
University of Gujrat,Civil Engineering,2018,65.47,60,672,Closed
Mehran University of Engineering and Technology,Chemical Engineering,2016,74.52,150,1796,Closed
Punjab University (PU),Mechanical Engineering,2021,84.79,60,887,Closed
Institute of Space Technology (IST),Computer Science,2018,90.49,100,555,Closed
Institute of Space Technology (IST),Computer Science,2020,90.54,40,583,Closed
NED University of Engineering and Technology,Mechanical Engineering,2021,86.67,100,1810,Closed
FAST National University,Business Administration,2015,83.39,120,652,Closed
Lahore University of Management Sciences (LUMS),Artificial Intelligence,2022,99.5,120,1591,Closed
University of Sargodha,Civil Engineering,2015,63.87,40,232,Closed
Superior University Lahore,Data Science,2017,71.67,120,1453,Closed
FAST National University,Business Administration,2016,83.49,120,1548,Closed
Superior University Lahore,Chemical Engineering,2024,66.98,60,704,Closed
University of Engineering and Technology (UET) Taxila,Chemical Engineering,2016,87.96,60,1102,Closed
University of Central Punjab (UCP),Chemical Engineering,2023,69.01,150,1749,Closed
University of Agriculture Faisalabad (UAF),Mechanical Engineering,2016,69.24,40,483,Closed
Riphah International University,Biomedical Engineering,2018,71.02,150,1963,Closed
National University of Sciences and Technology (NUST),Artificial Intelligence,2021,99.5,80,1036,Closed
Mehran University of Engineering and Technology,Software Engineering,2020,80.1,50,651,Closed
NED University of Engineering and Technology,Computer Science,2022,91.07,100,708,Closed
University of Management and Technology (UMT),Electrical Engineering,2015,70.89,60,295,Closed
National University of Sciences and Technology (NUST),Business Administration,2018,92.36,150,1314,Closed
University of Agriculture Faisalabad (UAF),Civil Engineering,2018,67.73,80,598,Closed
University of Karachi,Computer Science,2019,79.52,50,834,Closed
Riphah International University,Electrical Engineering,2017,72.33,60,909,Closed
Bahauddin Zakariya University (BZU) Multan,Civil Engineering,2015,68.98,40,431,Closed
Lahore University of Management Sciences (LUMS),Economics,2016,94.39,50,426,Closed
FAST National University,Biomedical Engineering,2018,91.6,80,1167,Closed
Superior University Lahore,Data Science,2024,73.44,120,930,Closed
Punjab University (PU),Software Engineering,2021,85.12,120,1855,Closed
Bahauddin Zakariya University (BZU) Multan,Data Science,2017,80.26,80,868,Closed
Ghulam Ishaq Khan Institute (GIKI),Mechanical Engineering,2019,92.92,120,960,Closed
Bahria University,Software Engineering,2019,84.53,120,1917,Closed
FAST National University,Business Administration,2017,82.3,120,940,Closed
University of Management and Technology (UMT),Civil Engineering,2016,65.11,80,354,Closed
Superior University Lahore,Artificial Intelligence,2015,72.11,50,446,Closed
University of Sargodha,Business Administration,2021,64.66,80,630,Closed
University of Karachi,Computer Science,2023,83.11,80,926,Closed
Ghulam Ishaq Khan Institute (GIKI),Business Administration,2018,88.17,50,809,Closed
FAST National University,Biomedical Engineering,2024,95.45,60,1116,Closed
Riphah International University,Chemical Engineering,2020,72.76,120,568,Closed
University of the Punjab (Gujranwala Campus),Economics,2015,169.35,40,512,Closed
NED University of Engineering and Technology,Civil Engineering,2023,84.09,100,1055,Closed
Institute of Space Technology (IST),Electrical Engineering,2017,86.03,50,841,Closed
COMSATS University Islamabad,Data Science,2024,88.02,40,643,Closed
University of the Punjab (Gujranwala Campus),Business Administration,2016,68.92,50,375,Closed
Ghulam Ishaq Khan Institute (GIKI),Mechanical Engineering,2024,91.24,80,547,Closed
